"p"	"odds"	"expected"	"counts"	"description"
"GO:0042274"	1.38244636116848e-13	47.8646003262643	0.945619335347432	13	"ribosomal small subunit biogenesis"
"GO:0032268"	1.85166977955347e-13	2.2143653934412	72.6025511916751	135	"regulation of cellular protein metabolic process"
"GO:0006807"	1.878394401723e-13	1.83067399842891	287.258140315542	376	"nitrogen compound metabolic process"
"GO:0008152"	4.46294124945273e-13	2.12981168517624	457.364551863041	531	"metabolic process"
"GO:0006810"	9.75340036185347e-13	1.84465665627043	168.635448136959	248	"transport"
"GO:0051704"	1.70601606493001e-12	2.03830594694982	91.2522658610272	156	"multi-organism process"
"GO:0034199"	1.93789339475063e-12	44.1107491856677	0.89308492782813	12	"activation of protein kinase A activity"
"GO:0051234"	1.99827993319673e-12	1.82465126512651	172.365391070829	251	"establishment of localization"
"GO:0048207"	2.43460707108359e-12	67.2937669376694	0.735481705270225	11	"vesicle targeting, rough ER to cis-Golgi"
"GO:0048208"	2.43460707108359e-12	67.2937669376694	0.735481705270225	11	"COPII vesicle coating"
"GO:0031123"	3.45676229576252e-12	6.75157407407407	5.14837193689157	26	"RNA 3'-end processing"
"GO:0008543"	7.21453147760702e-12	4.78146430012102	8.8257804632427	34	"fibroblast growth factor receptor signaling pathway"
"GO:0022618"	9.30597459602512e-12	5.60529451380614	6.61933534743202	29	"ribonucleoprotein complex assembly"
"GO:0071826"	2.59167679425117e-11	5.32814398791342	6.88200738502853	29	"ribonucleoprotein complex subunit organization"
"GO:0071822"	5.54639809042755e-11	2.09591141781115	65.983215844243	119	"protein complex subunit organization"
"GO:0032774"	7.04283437861051e-11	1.79846031152795	138.690835850957	207	"RNA biosynthetic process"
"GO:0044344"	1.00031709747859e-10	4.26531531531532	9.66633098355153	34	"cellular response to fibroblast growth factor stimulus"
"GO:0034654"	1.02213837239005e-10	1.76331180688222	154.188486069151	224	"nucleobase-containing compound biosynthetic process"
"GO:1901575"	1.08513608285592e-10	1.83139548723142	119.515777106412	184	"organic substance catabolic process"
"GO:0044248"	1.16540217567613e-10	1.84805949966193	112.84390735146	176	"cellular catabolic process"
"GO:0006397"	1.23762923358246e-10	3.05644599303136	19.8054716347768	52	"mRNA processing"
"GO:0071774"	1.57843434443131e-10	4.18055555555556	9.82393420610943	34	"response to fibroblast growth factor"
"GO:0015980"	1.63406320933832e-10	3.28690692247861	16.3907351460222	46	"energy derivation by oxidation of organic compounds"
"GO:0007202"	1.69307735791178e-10	9.00400071123755	2.8893924135616	18	"activation of phospholipase C activity"
"GO:0090114"	1.75353803531589e-10	28.8299651567944	0.945619335347432	11	"COPII-coated vesicle budding"
"GO:0006903"	4.20799066033197e-10	11.5241407528642	2.04884189325277	15	"vesicle targeting"
"GO:0019438"	4.91743816063534e-10	1.72253216993565	157.550688150386	225	"aromatic compound biosynthetic process"
"GO:0018130"	7.02993510190872e-10	1.71470563398249	157.23548170527	224	"heterocycle biosynthetic process"
"GO:0071495"	7.24259222102458e-10	2.23322744460345	44.5491775763679	87	"cellular response to endogenous stimulus"
"GO:0070588"	8.16269543667556e-10	5.00030927835052	6.46173212487412	26	"calcium ion transmembrane transport"
"GO:0006833"	8.78188672485092e-10	12.2755991285403	1.83870426317556	14	"water transport"
"GO:0071310"	1.2139687302366e-09	1.8970159611381	82.8467606579389	136	"cellular response to organic substance"
"GO:0044271"	1.45813987762214e-09	1.69379957507082	160.22994293387	226	"cellular nitrogen compound biosynthetic process"
"GO:0006816"	1.47086150513118e-09	3.34168957081156	13.9741524001343	40	"calcium ion transport"
"GO:0010863"	2.04786391522361e-09	7.39802631578947	3.30966767371601	18	"positive regulation of phospholipase C activity"
"GO:0006370"	3.34610137753483e-09	14.6905537459283	1.41842900302115	12	"7-methylguanosine mRNA capping"
"GO:0048199"	3.34610137753483e-09	14.6905537459283	1.41842900302115	12	"vesicle targeting, to, from or within Golgi"
"GO:1900274"	3.56940285192388e-09	7.0819568868981	3.41473648875462	18	"regulation of phospholipase C activity"
"GO:0070838"	4.89364171743668e-09	3.18342189772613	14.5520308828466	40	"divalent metal ion transport"
"GO:0042044"	6.87600345849031e-09	9.91050779286073	2.10137630077207	14	"fluid transport"
"GO:1901362"	6.96815594531713e-09	1.65373043478261	162.909197717355	226	"organic cyclic compound biosynthetic process"
"GO:0006352"	6.97928130159026e-09	3.52495520382261	11.2948976166499	34	"DNA-templated transcription, initiation"
"GO:0072511"	7.43702719303654e-09	3.1294520838939	14.7621685129238	40	"divalent inorganic cation transport"
"GO:0009056"	8.43900948453597e-09	1.69992215775493	129.44478012756	188	"catabolic process"
"GO:0001731"	8.95828444227432e-09	20.3481240981241	0.998153742866734	10	"formation of translation preinitiation complex"
"GO:0031047"	9.0645741045518e-09	7.76669542709232	2.8368580060423	16	"gene silencing by RNA"
"GO:0071363"	1.03211359811367e-08	2.37777593864658	30.469956361195	64	"cellular response to growth factor stimulus"
"GO:0006091"	1.12732077036748e-08	2.71849757264334	20.540953340047	49	"generation of precursor metabolites and energy"
"GO:0009452"	1.43900405259055e-08	12.2388707926167	1.57603222557905	12	"7-methylguanosine RNA capping"
"GO:0036260"	1.43900405259055e-08	12.2388707926167	1.57603222557905	12	"RNA capping"
"GO:0033762"	1.61345396469561e-08	8.1274670260903	2.57418596844579	15	"response to glucagon"
"GO:0050434"	1.61345396469561e-08	8.1274670260903	2.57418596844579	15	"positive regulation of viral transcription"
"GO:0051246"	2.12249041380995e-08	1.77879122736314	90.7269217858342	141	"regulation of protein metabolic process"
"GO:0070848"	2.95065651909308e-08	2.30283894790357	31.3105068815039	64	"response to growth factor"
"GO:1902591"	3.4088590351242e-08	11.0130293159609	1.68110104061766	12	"single-organism membrane budding"
"GO:0010604"	4.05451313384785e-08	1.72358715952939	101.759147364888	153	"positive regulation of macromolecule metabolic process"
"GO:0010518"	4.18041925618813e-08	5.83431440443213	3.94008056394763	18	"positive regulation of phospholipase activity"
"GO:0051179"	5.1910634919688e-08	1.56825009103046	211.135783820074	274	"localization"
"GO:0002474"	6.57681053071011e-08	5.002229952725	4.93823430681437	20	"antigen processing and presentation of peptide antigen via MHC class I"
"GO:0016043"	6.61877250428351e-08	1.55851792391178	220.171701913394	283	"cellular component organization"
"GO:0005977"	8.2441777269727e-08	5.91842488459274	3.67740852635112	17	"glycogen metabolic process"
"GO:0006073"	8.2441777269727e-08	5.91842488459274	3.67740852635112	17	"cellular glucan metabolic process"
"GO:0044042"	8.2441777269727e-08	5.91842488459274	3.67740852635112	17	"glucan metabolic process"
"GO:0071375"	9.17158502012008e-08	2.95513492034823	14.2893588452501	37	"cellular response to peptide hormone stimulus"
"GO:0016458"	1.09436061443366e-07	5.0903469187976	4.62302786169856	19	"gene silencing"
"GO:0006367"	1.10100861829653e-07	3.46697161018769	9.71886539107083	29	"transcription initiation from RNA polymerase II promoter"
"GO:0030490"	1.11642901186128e-07	42.5465805061928	0.525344075193018	7	"maturation of SSU-rRNA"
"GO:0060193"	1.21333648500832e-07	5.36141765704584	4.20275260154414	18	"positive regulation of lipase activity"
"GO:0006901"	1.55631401584674e-07	9.1742671009772	1.89123867069486	12	"vesicle coating"
"GO:0006900"	1.70363386106743e-07	7.15123456790123	2.62672037596509	14	"membrane budding"
"GO:0010517"	2.20106708323772e-07	5.1126012145749	4.36035582410205	18	"regulation of phospholipase activity"
"GO:1901653"	2.55075996051495e-07	2.82018579099204	14.8672373279624	37	"cellular response to peptide"
"GO:0042273"	2.57201452174702e-07	20.8654646324549	0.788016112789527	8	"ribosomal large subunit biogenesis"
"GO:1901699"	2.66398025470617e-07	2.39429500703235	23.3778113460893	50	"cellular response to nitrogen compound"
"GO:0071377"	3.0553211595144e-07	8.467050864445	1.99630748573347	12	"cellular response to glucagon stimulus"
"GO:0051049"	4.37837282823325e-07	1.80018731375053	64.5647868412219	104	"regulation of transport"
"GO:0043434"	4.49689206235554e-07	2.52846269296741	19.0699899295065	43	"response to peptide hormone"
"GO:0060191"	6.1187323796458e-07	4.24983877698115	5.62118160456529	20	"regulation of lipase activity"
"GO:1901652"	6.70436384432261e-07	2.45715684175105	20.015609264854	44	"response to peptide"
"GO:0009719"	7.6058544958343e-07	1.78935349322211	62.8836858006042	101	"response to endogenous stimulus"
"GO:0071417"	7.92427257558887e-07	2.38739431936924	21.4865726753944	46	"cellular response to organonitrogen compound"
"GO:0051648"	8.29055698923605e-07	3.56093023255814	7.82762672037597	24	"vesicle localization"
"GO:0046782"	9.69199920443299e-07	5.51882160392799	3.41473648875462	15	"regulation of viral transcription"
"GO:0006360"	1.02806469186053e-06	7.33550488599349	2.20644511581067	12	"transcription from RNA polymerase I promoter"
"GO:0032879"	1.06594734308191e-06	1.67367540688369	85.6836186639812	128	"regulation of localization"
"GO:0051650"	1.11731866310069e-06	3.61126570537145	7.40735146022155	23	"establishment of vesicle localization"
"GO:0002478"	1.11746948093643e-06	3.3863876507524	8.51057401812689	25	"antigen processing and presentation of exogenous peptide antigen"
"GO:0016050"	1.32855490001636e-06	3.84533180590786	6.40919771735482	21	"vesicle organization"
"GO:0019884"	1.41002147432887e-06	3.33706412573768	8.61564283316549	25	"antigen processing and presentation of exogenous antigen"
"GO:0032870"	1.43202745330319e-06	2.28457586243053	23.32527693857	48	"cellular response to hormone stimulus"
"GO:0070887"	1.43630007429445e-06	1.61317554349577	103.282645182947	148	"cellular response to chemical stimulus"
"GO:0038127"	1.44995603203974e-06	2.94065701165666	11.5575696542464	30	"ERBB signaling pathway"
"GO:0018210"	1.46536720789211e-06	5.30561500692434	3.51980530379322	15	"peptidyl-threonine modification"
"GO:0048011"	1.71467730186969e-06	2.74917188629246	13.5013427324606	33	"neurotrophin TRK receptor signaling pathway"
"GO:0044264"	1.89515947896474e-06	4.53956355155755	4.51795904665995	17	"cellular polysaccharide metabolic process"
"GO:0010033"	2.04527833548818e-06	1.58705156969086	110.007049345418	155	"response to organic substance"
"GO:0038179"	2.22243866393508e-06	2.71210376566551	13.6589459550185	33	"neurotrophin signaling pathway"
"GO:0007173"	2.7105682468031e-06	2.89994776751139	11.2948976166499	29	"epidermal growth factor receptor signaling pathway"
"GO:0005976"	3.36645761145292e-06	4.0968567251462	5.20090634441088	18	"polysaccharide metabolic process"
"GO:0001701"	3.8080208968584e-06	2.47918530283391	16.6008727760994	37	"in utero embryonic development"
"GO:0007167"	3.93384380103596e-06	1.84654430434713	45.9150721718698	77	"enzyme linked receptor protein signaling pathway"
"GO:0045087"	4.23475669146565e-06	1.91642108057879	39.0330647868412	68	"innate immune response"
"GO:0018107"	4.38992964988519e-06	5.14248366013072	3.36220208123531	14	"peptidyl-threonine phosphorylation"
"GO:0090501"	4.38992964988519e-06	5.14248366013072	3.36220208123531	14	"RNA phosphodiester bond hydrolysis"
"GO:0048524"	4.59575449782915e-06	4.75421863536317	3.83501174890903	15	"positive regulation of viral process"
"GO:0010557"	5.02833062332638e-06	1.71420574741064	63.0938234306814	98	"positive regulation of macromolecule biosynthetic process"
"GO:0043269"	5.35264697900684e-06	2.22370685750521	22.3271231957033	45	"regulation of ion transport"
"GO:0045935"	5.87354346373619e-06	1.70242214532872	64.1445115810675	99	"positive regulation of nucleobase-containing compound metabolic process"
"GO:0009893"	6.10704620096288e-06	1.54738257325167	112.948976166499	156	"positive regulation of metabolic process"
"GO:0090503"	6.13562870763544e-06	11.2292755787901	1.10322255790534	8	"RNA phosphodiester bond hydrolysis, exonucleolytic"
"GO:0043902"	6.28889953597262e-06	4.32864030858245	4.41289023162135	16	"positive regulation of multi-organism process"
"GO:0048002"	6.39629624114093e-06	3.02790556044936	9.35112453843572	25	"antigen processing and presentation of peptide antigen"
"GO:0031325"	6.85683649410839e-06	1.55555777635647	107.012588116818	149	"positive regulation of cellular metabolic process"
"GO:0031328"	7.25234296393761e-06	1.67623602410434	67.7693856998993	103	"positive regulation of cellular biosynthetic process"
"GO:0034762"	7.55953254789881e-06	2.54054882722674	14.446962067808	33	"regulation of transmembrane transport"
"GO:0000462"	7.57339761261898e-06	45.4428341384863	0.367740852635112	5	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"GO:0034765"	7.77510567634478e-06	2.57909542758028	13.8165491775764	32	"regulation of ion transmembrane transport"
"GO:0051656"	8.53180954157187e-06	2.83005574262188	10.7170191339376	27	"establishment of organelle localization"
"GO:0034101"	9.07906550122761e-06	3.96140175843362	5.04330312185297	17	"erythrocyte homeostasis"
"GO:0051254"	9.25149881654503e-06	1.72623062250868	56.6320913058073	89	"positive regulation of RNA metabolic process"
"GO:0010243"	9.62284200774855e-06	1.93036374937106	34.6201745552199	61	"response to organonitrogen compound"
"GO:2000736"	1.08119899363859e-05	4.37495128984491	4.09768378650554	15	"regulation of stem cell differentiation"
"GO:0030073"	1.09318228244028e-05	3.00134686181198	9.03591809331991	24	"insulin secretion"
"GO:0005980"	1.34612491702144e-05	9.73031283710895	1.20829137294394	8	"glycogen catabolic process"
"GO:0009251"	1.34612491702144e-05	9.73031283710895	1.20829137294394	8	"glucan catabolic process"
"GO:0030218"	1.36047887876787e-05	4.03036155400853	4.67556226921786	16	"erythrocyte differentiation"
"GO:0051173"	1.38603998346645e-05	1.66122166728153	65.45787176905	99	"positive regulation of nitrogen compound metabolic process"
"GO:0009891"	1.41093567803272e-05	1.64519746982627	68.8200738502853	103	"positive regulation of biosynthetic process"
"GO:0006354"	1.5542439429578e-05	3.60347540045767	5.7787848271232	18	"DNA-templated transcription, elongation"
"GO:0010556"	1.60256508934794e-05	1.46906728322231	147.359013091641	192	"regulation of macromolecule biosynthetic process"
"GO:0090257"	1.7356871138813e-05	3.07891832229581	8.09029875797247	22	"regulation of muscle system process"
"GO:1901698"	1.75627743222155e-05	1.85804423291051	37.6146357838201	64	"response to nitrogen compound"
"GO:2000112"	1.81057542007951e-05	1.47115800865801	142.158106747231	186	"regulation of cellular macromolecule biosynthetic process"
"GO:0010468"	1.85813267560907e-05	1.45290391362435	159.652064451158	205	"regulation of gene expression"
"GO:0044247"	1.92682841377676e-05	9.12135922330097	1.26082578046324	8	"cellular polysaccharide catabolic process"
"GO:0042255"	2.04380711731682e-05	11.5953884564547	0.945619335347432	7	"ribosome assembly"
"GO:0006468"	2.22756279574607e-05	1.65400350672122	62.8836858006042	95	"protein phosphorylation"
"GO:1902680"	2.57804938556017e-05	1.68677465966994	55.6864719704599	86	"positive regulation of RNA biosynthetic process"
"GO:0065003"	2.61382430662731e-05	1.68117755420948	56.5270224907687	87	"macromolecular complex assembly"
"GO:0009725"	2.81958233914901e-05	1.82532755779563	38.1925142665324	64	"response to hormone"
"GO:0005978"	2.9330039095206e-05	5.43981542518128	2.52165156092649	11	"glycogen biosynthetic process"
"GO:0009250"	2.9330039095206e-05	5.43981542518128	2.52165156092649	11	"glucan biosynthetic process"
"GO:0032270"	3.13488178291346e-05	1.74976254406634	45.442262504196	73	"positive regulation of cellular protein metabolic process"
"GO:0010605"	3.15865953199308e-05	1.59112323332507	74.3887210473313	108	"negative regulation of macromolecule metabolic process"
"GO:0006888"	3.18611945804859e-05	4.88382193268187	2.9944612286002	12	"ER to Golgi vesicle-mediated transport"
"GO:0030512"	3.18611945804859e-05	4.88382193268187	2.9944612286002	12	"negative regulation of transforming growth factor beta receptor signaling pathway"
"GO:0060341"	3.4751299416751e-05	1.7712192202712	42.3952668680765	69	"regulation of cellular localization"
"GO:0008380"	3.49361147448922e-05	2.30042997542998	16.2331319234642	34	"RNA splicing"
"GO:0000272"	3.7274013197488e-05	8.106436533621	1.36589459550185	8	"polysaccharide catabolic process"
"GO:0060255"	3.81757325892211e-05	1.40261541912549	208.456529036589	255	"regulation of macromolecule metabolic process"
"GO:0051247"	3.82790781147351e-05	1.70688264890427	49.7500839207788	78	"positive regulation of protein metabolic process"
"GO:0048193"	4.07997188712555e-05	2.7385259013166	9.77139979859013	24	"Golgi vesicle transport"
"GO:0002480"	4.15893165814552e-05	22.7173913043478	0.472809667673716	5	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent"
"GO:0051592"	4.20054173822352e-05	3.82501363884343	4.57049345417926	15	"response to calcium ion"
"GO:0050796"	4.91777157436176e-05	2.93410969196093	8.03776435045317	21	"regulation of insulin secretion"
"GO:0001825"	5.05500178345046e-05	7.67910066428206	1.41842900302115	8	"blastocyst formation"
"GO:1901701"	5.6552648032684e-05	1.80256886842178	36.7215508559919	61	"cellular response to oxygen-containing compound"
"GO:0051640"	5.82284498728325e-05	2.41073078396467	13.238670694864	29	"organelle localization"
"GO:0031326"	6.13809432770617e-05	1.42233916143269	154.24102047667	196	"regulation of cellular biosynthetic process"
"GO:0002262"	6.36551886737633e-05	3.32480872025993	5.8313192346425	17	"myeloid cell homeostasis"
"GO:0030001"	6.5789329092132e-05	1.88390082466738	29.944612286002	52	"metal ion transport"
"GO:0007004"	6.83019144631912e-05	12.1301075268817	0.788016112789527	6	"telomere maintenance via telomerase"
"GO:0006366"	6.88526093947988e-05	1.55234615660148	76.6477005706613	109	"transcription from RNA polymerase II promoter"
"GO:0002376"	6.91429445551097e-05	1.48986831730643	101.076200067137	137	"immune system process"
"GO:0019882"	7.10858381565198e-05	2.51809773123909	11.3999664316885	26	"antigen processing and presentation"
"GO:0030099"	7.29610039967231e-05	2.33743161694208	14.0792212151729	30	"myeloid cell differentiation"
"GO:0007169"	7.65167124728501e-05	1.82743664717349	33.2017455521987	56	"transmembrane receptor protein tyrosine kinase signaling pathway"
"GO:0002790"	7.90882889864227e-05	2.55306533310045	10.8220879489762	25	"peptide secretion"
"GO:0010629"	8.07192607582572e-05	1.68507002508361	47.5961732124874	74	"negative regulation of gene expression"
"GO:0048872"	8.85254017875641e-05	2.6532960199005	9.61379657603223	23	"homeostasis of number of cells"
"GO:0060537"	9.43009926599127e-05	2.2326523379155	15.6552534407519	32	"muscle tissue development"
"GO:0009889"	9.94943022895087e-05	1.40570340930053	156.394931184961	197	"regulation of biosynthetic process"
"GO:0014706"	0.000101710948993146	2.2546383259186	15.0248405505203	31	"striated muscle tissue development"
"GO:0010800"	0.000104447874069133	10.9161290322581	0.840550520308828	6	"positive regulation of peptidyl-threonine phosphorylation"
"GO:0002791"	0.000105184573348816	2.68692162624446	9.08845250083921	22	"regulation of peptide secretion"
